,class_acc,curr_loss,epoch,loss_class_cls,loss_class_regr,loss_rpn_cls,loss_rpn_regr,"mean_overlapping_bboxes, ",val_class_acc,val_curr_loss,val_loss_class_cls,val_loss_class_regr,val_loss_rpn_cls,val_loss_rpn_regr,"val_mean_overlapping_bboxes, "
0,0.6796875,2.0328564378120717,1,0.622056184053421,0.45267743903398516,0.8553411288303103,0.10278168589435518,10.352,0.6631380510440835,1.7127782807452008,0.62465612420903,0.4428087923062097,0.5439878274090186,0.10132553682094246,10.965197215777263
1,0.6581875,1.6582292019246634,2,0.6282548987865448,0.43482004770636556,0.49242224555337105,0.10273200987838209,11.315369261477047,0.6802494199535963,1.5598816124408987,0.6353162194487667,0.42091883521898715,0.4034107140792596,0.10023584369388507,12.0
2,0.6613125,1.6444922514860645,3,0.6106610305607318,0.41934835267066956,0.5048596415654882,0.10962322668917478,13.186,0.6529872389791184,1.6190498769301944,0.6129752764707375,0.4033348257469744,0.48567943607282615,0.11706033863965638,14.180974477958237
3,0.7021875,1.5057880270012207,4,0.5602319589257241,0.3941433836519718,0.4368095216738543,0.11460316274967045,13.399201596806387,0.6853973317865429,1.5737771554039321,0.6004297224385556,0.36612046321555797,0.5042824590353543,0.10294451071446428,13.301624129930394
4,0.74475,1.4538812548989934,5,0.5140277841426432,0.36524165120720864,0.47438081468609555,0.1002310048630461,13.856,0.742314385150812,1.4453177043507996,0.5239116816096474,0.36046321091961697,0.4532966965266032,0.10764611529493208,15.767981438515081
5,0.76625,1.3736262128770622,6,0.48662487399578097,0.3492916803658009,0.42545614485100763,0.11225351366447285,13.942,0.7330336426914154,1.3487471228098058,0.5266916739242259,0.3327866927861061,0.39237268571968403,0.09689607037978977,14.11368909512761
6,0.78525,1.268257966335343,7,0.45681936747580765,0.317847306355834,0.38879793588858264,0.10479335661511868,12.956,0.7822650812064965,1.2679418395329907,0.46123536442797586,0.3006875984145981,0.40437318840177683,0.10164568828863985,13.570765661252901
7,0.7975,1.1251785996838701,8,0.433408495336771,0.30595710292458533,0.2928104506696803,0.09300255075283348,13.95,0.7874854988399071,1.1894924889909606,0.4492736284182409,0.28066342711241227,0.3601204366543087,0.09943499680599868,14.002320185614849
8,0.806875,1.092796352613767,9,0.41627930514514444,0.286206182256341,0.2895193786956867,0.10079148651659489,13.524,0.798868909512761,1.1518501920986024,0.4343596776891197,0.287895413586684,0.33039060865747416,0.09920449216532458,12.94663573085847
9,0.8111875,1.0659640598622535,10,0.41856254658661785,0.2851498132124543,0.26736575881386293,0.09488594124931841,13.056,0.7705916473317865,1.1165044290391533,0.4738394868000477,0.2749639230406478,0.2732950264553199,0.09440599274313782,13.081206496519721
10,0.8095625,0.9430327190435741,11,0.4107209802865982,0.27194489043951037,0.17123505469553804,0.0891317936219275,13.514,0.8148201856148491,1.067844184093737,0.409711731818187,0.265194177947368,0.2970846670714645,0.09585360725671745,13.82830626450116
11,0.818875,0.9523903101848392,12,0.39749668997526166,0.2727377768754959,0.1883441819798155,0.09381166135426611,13.488,0.802639211136891,1.0447127841566428,0.42091909330986493,0.284475644199035,0.24293781064662384,0.09638023600111913,13.842227378190255
12,0.8184375,0.9399477237841309,13,0.3960621318221092,0.2636991716176271,0.18902441215060736,0.09116200819378718,13.666,0.8011165893271461,1.0023741658627094,0.42390294722227373,0.2602946194550001,0.2253325329847983,0.09284406620063744,13.385150812064966
13,0.8214375,0.8789469692219707,14,0.38652533596754074,0.2503193270713091,0.14862292775946737,0.09347937842365354,13.334,0.8309889791183295,0.9639682208308747,0.3829550794444615,0.24403934071830144,0.23993052034691462,0.09704328032119713,13.204176334106728
14,0.83175,0.8355521417410519,15,0.3734093847051263,0.24048231802880765,0.12930377469690837,0.09235666431020945,13.598,0.824318445475638,0.9794148882985454,0.376516223394608,0.24206108369123355,0.26925604719319013,0.09158153401951363,14.227378190255221
15,0.8298125,0.8808637820705596,16,0.37091069063544274,0.2522360152453184,0.17135220318937777,0.08636487300042063,13.21,0.8351218097447796,0.9011005764796929,0.36823612954597185,0.24539959555159035,0.19789368251983017,0.08957116886230052,13.424593967517401
16,0.83025,0.8603576954442046,17,0.3734802133142948,0.24236158095300198,0.15075832095155187,0.09375758022535592,13.188,0.8215632250580046,0.9879563640979678,0.39739683818443744,0.264835527577284,0.23444337926479125,0.09128061907145513,13.327146171693736
17,0.839125,0.8070542854109184,18,0.35935480263829234,0.2434225180670619,0.11517508029391617,0.08910188441164792,13.704,0.8302639211136891,0.9647671735401147,0.38066672442130867,0.24243509251702136,0.24955204880788992,0.0921133077938948,13.763341067285383
18,0.8373125,0.8034612997840803,19,0.3577009136527777,0.23419203878194095,0.12102611470554879,0.09054223264381289,13.148,0.830046403712297,0.9324365192631555,0.3799604193724502,0.24977520302698672,0.20859864470349157,0.09410225216022708,13.408352668213457
19,0.8388125,0.7832142236760513,20,0.35462963171303274,0.23788189540803434,0.1017419329338403,0.088960763621144,13.91,0.8240284222737819,0.9061846337319339,0.3772635835021942,0.24195137097912986,0.19776846310548732,0.08920121614512255,13.728538283062646
20,0.8394375,0.7620651270713573,21,0.35004584689438345,0.2282509934604168,0.10219397619729029,0.08157431051926688,13.898,0.8312064965197216,0.9218904741604397,0.3783424876267285,0.2403376123364453,0.21226343751719265,0.09094693668007314,14.900232018561486
21,0.8444375,0.7613418117728326,22,0.3469422046095133,0.2227756969630718,0.10259264129812451,0.08903126890212297,13.636,0.8220707656612529,0.9296871506513464,0.38904704559775904,0.24958554787556975,0.19812059510989252,0.09293396206812506,13.496519721577727
22,0.839125,0.7615093656588189,23,0.3543921095579863,0.22536079715192317,0.09638011016285344,0.08537634878605604,14.056,0.8254060324825986,0.9144463889787519,0.38598508532148224,0.23994941028427083,0.1979996100213374,0.0905122833516613,13.877030162412993
23,0.843875,0.7523977306817932,24,0.3507857916355133,0.2299407189786434,0.08789545365584027,0.08377576641179621,13.746,0.8330191415313225,0.9046830159420318,0.3753308171531717,0.2457611839397186,0.19179427421889328,0.0917967406302483,13.993039443155453
24,0.852875,0.7107622155777594,25,0.3295809555798769,0.21292162553966046,0.08393488420382579,0.08432475025439636,14.078,0.8411397911832946,0.8381803511116493,0.3514456902987166,0.23106191400654633,0.16526552758796345,0.09040721921842294,12.91647331786543
25,0.855625,0.7010769092538177,26,0.32384781074896457,0.2127224214449525,0.08057629420512978,0.08393038285477086,14.014,0.8428074245939675,0.8106221767969275,0.3463879069637533,0.2251827107470163,0.1497223643051568,0.08932919478100096,13.43155452436195
26,0.8499375,0.7130295103776534,27,0.33433904124796393,0.21361263324320318,0.08172358878490373,0.08335424710158258,13.862,0.849622969837587,0.8242554054566305,0.344115739269074,0.22471434949722202,0.1651278113746387,0.09029750531569573,13.658932714617169
27,0.84725,0.7168412823952793,28,0.3386015463471413,0.2125539341494441,0.08260358601213087,0.08308221588656306,14.4,0.843677494199536,0.8419319407223081,0.3537447334131066,0.2344003720187394,0.16433128626329635,0.08945554902716572,14.726218097447795
28,0.854625,0.6726881809009235,29,0.32327908267825844,0.20999672324210406,0.05885024846978444,0.08056212651077659,14.118,0.835991879350348,0.81246008371044,0.35614188768298055,0.21735026602678675,0.15011240104083676,0.08885552895983591,14.062645011600928
29,0.8569375,0.6745804531398447,30,0.3206102449968457,0.20297259479761123,0.0692743174164774,0.08172329592891038,13.994,0.8344692575406032,0.9151663487465406,0.3736274123987023,0.2428289362836603,0.2068445937249375,0.09186540633924047,14.412993039443155
30,0.8561875,0.6930971864670392,31,0.32274294352531435,0.2062718550413847,0.08128493486613668,0.0827974530342035,14.338,0.8433874709976799,0.844943443504004,0.357335413825588,0.23432267510835644,0.16302046484943103,0.09026488972062854,14.735498839907192
31,0.8709375,0.6372950089601819,32,0.2960766412243247,0.19988169902563094,0.06227543410076952,0.07906123460945673,14.85,0.847665313225058,0.8432309488827444,0.3443713616622988,0.22356913788481822,0.18889084851613083,0.08639960081949657,14.529002320185615
32,0.8595625,0.6561534726568784,33,0.3132224028259516,0.1996073873862624,0.06324160538942623,0.08008207705523819,14.168,0.8393996519721578,0.8736141525917147,0.3620931314101352,0.22698601303306642,0.19733203740832433,0.08720297074018872,13.473317865429234
33,0.8575,0.6552441404878545,34,0.3180725713074207,0.19680315817892552,0.06152540995063368,0.07884300105087459,14.42,0.8393996519721578,0.8499013113782283,0.3609076822198184,0.22804667957974145,0.17061357972857602,0.09033336985009245,14.445475638051045
34,0.865875,0.6444065370479592,35,0.30624858412891626,0.19602705849707128,0.06285025266781383,0.07928064175415785,14.616,0.847592807424594,0.8459088688212366,0.35233681037883746,0.22032630772885203,0.18409026924109995,0.0891554814724472,14.842227378190255
35,0.864125,0.6318716933766414,36,0.3080037190224975,0.18937566719204188,0.05738536667982456,0.07710694048227743,14.858,0.8389646171693735,0.8951811905169227,0.3792651095740895,0.23873111608237235,0.18650074741369413,0.09068421744676675,15.264501160092808
36,0.8613125,0.635136250111088,37,0.31234596177190543,0.19951987605541943,0.044169815929420174,0.079100596354343,14.82,0.8483178654292344,0.8454018108949265,0.35141999064458496,0.2197710754319576,0.18595889594040368,0.08825184887798024,14.53828306264501
37,0.8678125,0.6154732365734744,38,0.30132372018694875,0.18966392844170332,0.045911617446072334,0.07857397049874999,14.692,0.8305539443155452,0.8621819397620898,0.38131299409194225,0.23211334812565082,0.1618273579206989,0.08692823962379774,14.36658932714617
38,0.8700625,0.5999607452769764,39,0.29516481163352726,0.18140963186323641,0.05001385186575359,0.07337244991445914,14.706,0.8513631090487239,0.8068651675111789,0.34012617677311885,0.21368210901033022,0.1660854392316757,0.086971442496054,14.951276102088167
39,0.86875,0.61575515192993,40,0.30016617139428853,0.1884461150094867,0.05118857774640455,0.0759542877797503,15.154,0.8529582366589327,0.8100214967049844,0.34600129696754456,0.21743991850873157,0.15798034078442813,0.08859994044428013,14.793503480278423
40,0.866,0.6119336245514542,41,0.30306868998706343,0.18746591693162917,0.04619077298167126,0.07520824465109036,14.67,0.8504930394431555,0.851639224801086,0.344147038501266,0.22270754353940625,0.19555231652369387,0.08923232623671988,13.962877030162414
41,0.8749375,0.5731474904035406,42,0.28393007712066176,0.1795500871539116,0.033251123472275386,0.0764162026566919,14.986,0.8550609048723898,0.8351015834071733,0.32778569250399997,0.21836383442400917,0.199565641992232,0.08938641448693216,15.593967517401392
42,0.8774375,0.5611669935262755,43,0.2805333883240819,0.178711792267859,0.031117302269441226,0.07080451066489331,15.058,0.857526102088167,0.7895398186822299,0.3352634157821225,0.21349715017076157,0.1552641628528369,0.08551508987650898,14.853828306264502
43,0.8718125,0.5793537382712552,44,0.2895752413012087,0.18015450721234083,0.03734200094695789,0.07228198881074786,15.402,0.8486078886310905,0.8688446563299773,0.3552552822138898,0.22142130738932406,0.20417268660192564,0.08799538012483782,14.96983758700696
44,0.8743125,0.5724335442461488,45,0.27971494037657973,0.17606052373349668,0.04145830600070258,0.07519977413536981,15.014,0.8540458236658933,0.8769943388124717,0.3520319422495199,0.21980139330513515,0.21542721425598096,0.08973378900183568,15.146171693735498
45,0.87675,0.5640898813225538,46,0.2759220511242747,0.17728198035806417,0.04112207603475309,0.06976377380546182,15.504,0.8454901392111369,0.879608552811406,0.3551185380217993,0.21945520546589817,0.2162851994836472,0.08874960984006144,14.559164733178655
46,0.875125,0.597211874223276,47,0.2868822711035609,0.18113726830482482,0.05546622237373049,0.07372611244115979,14.684,0.8606438515081206,0.8138613493949374,0.3285036238986489,0.2155377806494933,0.1805222077967715,0.08929773705002361,14.672853828306264
47,0.8824375,0.5423194365026569,48,0.27205553149804473,0.17232720148563385,0.027184461245210827,0.07075224227376747,14.922,0.8521606728538283,0.8332099500362832,0.3529041196347113,0.22194910305282078,0.16920769142262945,0.08914903592612171,14.867749419953597
48,0.8841875,0.5236470480179578,49,0.2697616234794259,0.16703860360383987,0.022023345858806456,0.06482347507588565,15.872,0.857526102088167,0.8105418862583952,0.3374896405346847,0.22062020892333542,0.1657402202220346,0.08669181657834044,15.54292343387471
49,0.8844375,0.5316386587609079,50,0.26898984164744616,0.16624267508089544,0.025860940013291134,0.07054520201927517,15.294,0.8565110208816705,0.8323291175951103,0.33600280124892906,0.20754143980325238,0.20057041693214137,0.08821445961078746,14.610208816705336
